Lab. Time (s)	Magn. Field (mT)	Outp. Curr. (A)	Outp. Volt. (V)	Channel A	Channel B	(A-B)/(A+B)
0.000000	-27.900000	-0.400000	-0.140000	760730.000000	768176.000000	-0.004870
15.000000	-27.600000	-0.396000	-0.130000	760586.000000	767340.000000	-0.004420
18.000000	-27.300000	-0.392000	-0.130000	759042.000000	764658.000000	-0.003686
21.000000	-27.100000	-0.388000	-0.130000	753850.000000	760597.000000	-0.004455
25.000000	-26.800000	-0.384000	-0.130000	753200.000000	761371.000000	-0.005395
28.000000	-26.500000	-0.380000	-0.120000	752923.000000	759850.000000	-0.004579
31.000000	-26.200000	-0.376000	-0.130000	743915.000000	750292.000000	-0.004268
35.000000	-26.000000	-0.372000	-0.120000	756141.000000	761343.000000	-0.003428
38.000000	-25.700000	-0.368000	-0.130000	763382.000000	768717.000000	-0.003482
41.000000	-25.400000	-0.364000	-0.130000	755448.000000	762430.000000	-0.004600
45.000000	-25.100000	-0.360000	-0.120000	751159.000000	756825.000000	-0.003757
48.000000	-24.800000	-0.356000	-0.130000	757931.000000	763914.000000	-0.003931
51.000000	-24.600000	-0.352000	-0.130000	758477.000000	766162.000000	-0.005041
55.000000	-24.300000	-0.348000	-0.130000	761775.000000	766600.000000	-0.003157
58.000000	-24.000000	-0.344000	-0.130000	759295.000000	764382.000000	-0.003339
61.000000	-23.700000	-0.340000	-0.130000	762600.000000	768676.000000	-0.003968
65.000000	-23.400000	-0.336000	-0.130000	760373.000000	764639.000000	-0.002797
68.000000	-23.200000	-0.332000	-0.130000	751564.000000	755846.000000	-0.002841
71.000000	-22.900000	-0.328000	-0.120000	755525.000000	759510.000000	-0.002630
75.000000	-22.600000	-0.324000	-0.130000	754119.000000	759713.000000	-0.003695
78.000000	-22.300000	-0.320000	-0.130000	754275.000000	760884.000000	-0.004362
81.000000	-22.000000	-0.316000	-0.120000	760698.000000	765324.000000	-0.003031
85.000000	-21.800000	-0.312000	-0.130000	763590.000000	768401.000000	-0.003140
88.000000	-21.500000	-0.308000	-0.130000	758700.000000	764603.000000	-0.003875
91.000000	-21.200000	-0.304000	-0.120000	761061.000000	765863.000000	-0.003145
95.000000	-20.900000	-0.300000	-0.120000	761523.000000	766892.000000	-0.003513
98.000000	-20.700000	-0.296000	-0.120000	762726.000000	766759.000000	-0.002637
101.000000	-20.400000	-0.292000	-0.120000	760238.000000	766261.000000	-0.003946
104.000000	-20.100000	-0.288000	-0.120000	759458.000000	764833.000000	-0.003526
108.000000	-19.800000	-0.284000	-0.120000	761835.000000	765494.000000	-0.002396
111.000000	-19.500000	-0.280000	-0.120000	756827.000000	762499.000000	-0.003733
114.000000	-19.300000	-0.276000	-0.120000	755771.000000	760325.000000	-0.003004
118.000000	-19.000000	-0.272000	-0.120000	757148.000000	761360.000000	-0.002774
121.000000	-18.700000	-0.268000	-0.120000	760857.000000	764080.000000	-0.002114
124.000000	-18.400000	-0.264000	-0.120000	755732.000000	757590.000000	-0.001228
128.000000	-18.100000	-0.260000	-0.120000	754799.000000	759858.000000	-0.003340
131.000000	-17.900000	-0.256000	-0.120000	752428.000000	756851.000000	-0.002931
134.000000	-17.600000	-0.252000	-0.120000	761158.000000	763467.000000	-0.001514
138.000000	-17.300000	-0.248000	-0.120000	756244.000000	759013.000000	-0.001827
141.000000	-17.000000	-0.244000	-0.120000	757317.000000	761807.000000	-0.002956
144.000000	-16.700000	-0.240000	-0.120000	759278.000000	759913.000000	-0.000418
148.000000	-16.500000	-0.236000	-0.120000	760462.000000	760719.000000	-0.000169
151.000000	-16.200000	-0.232000	-0.120000	764356.000000	765794.000000	-0.000940
154.000000	-15.900000	-0.228000	-0.120000	758021.000000	758917.000000	-0.000591
158.000000	-15.600000	-0.224000	-0.120000	764156.000000	765489.000000	-0.000871
161.000000	-15.300000	-0.220000	-0.120000	755718.000000	754366.000000	0.000895
164.000000	-15.100000	-0.216000	-0.120000	764946.000000	766244.000000	-0.000848
168.000000	-14.800000	-0.212000	-0.120000	754814.000000	754005.000000	0.000536
171.000000	-14.500000	-0.208000	-0.120000	762127.000000	759889.000000	0.001470
174.000000	-14.200000	-0.204000	-0.120000	762866.000000	758793.000000	0.002677
178.000000	-14.000000	-0.200000	-0.120000	757690.000000	756276.000000	0.000934
181.000000	-13.700000	-0.196000	-0.120000	762123.000000	757503.000000	0.003040
184.000000	-13.400000	-0.192000	-0.120000	752825.000000	748246.000000	0.003050
187.000000	-13.100000	-0.188000	-0.120000	756517.000000	751113.000000	0.003584
191.000000	-12.800000	-0.184000	-0.120000	756659.000000	751861.000000	0.003181
194.000000	-12.600000	-0.180000	-0.120000	756456.000000	750013.000000	0.004277
197.000000	-12.300000	-0.176000	-0.120000	761323.000000	752646.000000	0.005731
201.000000	-12.000000	-0.172000	-0.120000	759795.000000	750527.000000	0.006136
204.000000	-11.700000	-0.168000	-0.120000	763905.000000	753725.000000	0.006708
207.000000	-11.400000	-0.164000	-0.120000	768426.000000	758894.000000	0.006241
211.000000	-11.200000	-0.160000	-0.120000	762554.000000	750929.000000	0.007681
214.000000	-10.900000	-0.156000	-0.120000	765799.000000	754759.000000	0.007260
217.000000	-10.600000	-0.152000	-0.120000	771184.000000	759532.000000	0.007612
221.000000	-10.300000	-0.148000	-0.120000	761762.000000	751665.000000	0.006672
224.000000	-10.000000	-0.144000	-0.120000	771781.000000	759834.000000	0.007800
227.000000	-9.800000	-0.140000	-0.120000	752908.000000	740265.000000	0.008467
231.000000	-9.500000	-0.136000	-0.120000	771144.000000	758931.000000	0.007982
234.000000	-9.200000	-0.132000	-0.120000	768430.000000	754912.000000	0.008874
237.000000	-8.900000	-0.128000	-0.120000	771954.000000	758399.000000	0.008857
241.000000	-8.700000	-0.124000	-0.120000	768617.000000	752786.000000	0.010406
244.000000	-8.400000	-0.120000	-0.120000	765584.000000	750948.000000	0.009651
247.000000	-8.100000	-0.116000	-0.120000	766600.000000	753468.000000	0.008639
251.000000	-7.800000	-0.112000	-0.120000	772571.000000	759778.000000	0.008349
254.000000	-7.500000	-0.108000	-0.120000	767193.000000	752606.000000	0.009598
257.000000	-7.300000	-0.104000	-0.120000	765292.000000	752853.000000	0.008194
261.000000	-7.000000	-0.100000	-0.120000	768888.000000	754730.000000	0.009292
264.000000	-6.700000	-0.096000	-0.120000	769614.000000	753590.000000	0.010520
267.000000	-6.400000	-0.092000	-0.120000	763233.000000	748358.000000	0.009841
271.000000	-6.100000	-0.088000	-0.120000	770590.000000	754637.000000	0.010459
274.000000	-5.900000	-0.084000	-0.120000	773262.000000	756936.000000	0.010669
277.000000	-5.600000	-0.080000	-0.120000	768023.000000	754505.000000	0.008879
280.000000	-5.300000	-0.076000	-0.120000	765297.000000	750499.000000	0.009763
284.000000	-5.000000	-0.072000	-0.120000	769236.000000	753804.000000	0.010132
287.000000	-4.700000	-0.068000	-0.120000	768584.000000	753951.000000	0.009611
290.000000	-4.500000	-0.064000	-0.120000	767620.000000	752114.000000	0.010203
294.000000	-4.200000	-0.060000	-0.120000	764139.000000	749605.000000	0.009601
297.000000	-3.900000	-0.056000	-0.120000	758578.000000	744067.000000	0.009657
300.000000	-3.600000	-0.052000	-0.120000	764720.000000	750081.000000	0.009664
304.000000	-3.300000	-0.048000	-0.120000	768060.000000	752889.000000	0.009975
307.000000	-3.100000	-0.044000	-0.120000	766342.000000	751103.000000	0.010043
310.000000	-2.800000	-0.040000	-0.120000	772243.000000	757258.000000	0.009797
314.000000	-2.500000	-0.036000	-0.120000	765304.000000	751561.000000	0.009060
317.000000	-2.200000	-0.032000	-0.120000	769168.000000	753636.000000	0.010200
320.000000	-2.000000	-0.028000	-0.120000	769906.000000	751148.000000	0.012332
324.000000	-1.700000	-0.024000	-0.120000	769656.000000	752708.000000	0.011133
327.000000	-1.400000	-0.020000	-0.120000	768019.000000	750187.000000	0.011745
330.000000	-1.100000	-0.016000	-0.120000	773881.000000	753599.000000	0.013278
334.000000	-0.800000	-0.012000	-0.120000	767077.000000	745623.000000	0.014183
337.000000	-0.600000	-0.008000	-0.120000	768162.000000	746614.000000	0.014225
340.000000	-0.300000	-0.004000	-0.120000	764975.000000	736679.000000	0.018843
344.000000	0.000000	0.000000	-0.120000	769452.000000	739806.000000	0.019643
347.000000	0.300000	0.004000	-0.120000	769808.000000	740380.000000	0.019486
350.000000	0.600000	0.008000	-0.120000	773784.000000	739617.000000	0.022576
354.000000	0.800000	0.012000	-0.120000	777684.000000	739634.000000	0.025077
357.000000	1.100000	0.016000	-0.120000	775283.000000	737818.000000	0.024760
360.000000	1.400000	0.020000	-0.120000	774579.000000	736446.000000	0.025237
364.000000	1.700000	0.024000	-0.120000	780329.000000	741597.000000	0.025449
367.000000	2.000000	0.028000	-0.120000	781602.000000	744972.000000	0.023995
370.000000	2.200000	0.032000	-0.120000	772206.000000	740204.000000	0.021160
373.000000	2.500000	0.036000	-0.120000	771311.000000	740789.000000	0.020185
377.000000	2.800000	0.040000	-0.120000	771384.000000	743800.000000	0.018205
380.000000	3.100000	0.044000	-0.120000	761151.000000	735843.000000	0.016906
383.000000	3.300000	0.048000	-0.120000	771922.000000	749867.000000	0.014493
387.000000	3.600000	0.052000	-0.120000	772200.000000	750732.000000	0.014096
390.000000	3.900000	0.056000	-0.120000	762469.000000	743995.000000	0.012263
393.000000	4.200000	0.060000	-0.120000	763805.000000	747248.000000	0.010957
397.000000	4.500000	0.064000	-0.120000	768562.000000	753862.000000	0.009656
400.000000	4.700000	0.068000	-0.120000	772701.000000	757317.000000	0.010055
403.000000	5.000000	0.072000	-0.120000	767816.000000	751642.000000	0.010645
407.000000	5.300000	0.076000	-0.120000	770042.000000	756043.000000	0.009173
410.000000	5.600000	0.080000	-0.120000	771353.000000	754222.000000	0.011229
413.000000	5.900000	0.084000	-0.120000	769377.000000	754960.000000	0.009458
417.000000	6.100000	0.088000	-0.120000	769326.000000	755321.000000	0.009186
420.000000	6.400000	0.092000	-0.110000	775193.000000	760195.000000	0.009768
423.000000	6.700000	0.096000	-0.120000	756326.000000	742708.000000	0.009085
427.000000	7.000000	0.100000	-0.120000	766888.000000	753537.000000	0.008781
430.000000	7.300000	0.104000	-0.120000	755253.000000	742451.000000	0.008548
433.000000	7.500000	0.108000	-0.120000	759352.000000	743518.000000	0.010536
437.000000	7.800000	0.112000	-0.110000	770140.000000	754870.000000	0.010013
440.000000	8.100000	0.116000	-0.120000	758163.000000	745019.000000	0.008744
443.000000	8.400000	0.120000	-0.110000	767594.000000	754039.000000	0.008908
447.000000	8.700000	0.124000	-0.120000	758613.000000	745688.000000	0.008592
450.000000	8.900000	0.128000	-0.120000	768214.000000	754439.000000	0.009047
453.000000	9.200000	0.132000	-0.110000	766430.000000	752409.000000	0.009231
456.000000	9.500000	0.136000	-0.120000	760830.000000	746565.000000	0.009463
460.000000	9.800000	0.140000	-0.110000	765581.000000	752215.000000	0.008806
463.000000	10.000000	0.144000	-0.120000	763635.000000	750231.000000	0.008854
466.000000	10.300000	0.148000	-0.120000	766180.000000	751908.000000	0.009401
470.000000	10.600000	0.152000	-0.120000	767591.000000	751541.000000	0.010565
473.000000	10.900000	0.156000	-0.110000	761077.000000	746875.000000	0.009418
476.000000	11.200000	0.160000	-0.110000	770138.000000	755239.000000	0.009767
480.000000	11.400000	0.164000	-0.110000	769795.000000	754129.000000	0.010280
483.000000	11.700000	0.168000	-0.110000	760945.000000	745914.000000	0.009975
486.000000	12.000000	0.172000	-0.120000	758387.000000	745879.000000	0.008315
490.000000	12.300000	0.176000	-0.120000	763719.000000	749391.000000	0.009469
493.000000	12.600000	0.180000	-0.110000	755310.000000	741420.000000	0.009280
496.000000	12.800000	0.184000	-0.110000	767824.000000	756061.000000	0.007719
500.000000	13.100000	0.188000	-0.110000	766394.000000	754151.000000	0.008052
503.000000	13.400000	0.192000	-0.110000	764600.000000	754031.000000	0.006960
506.000000	13.700000	0.196000	-0.110000	767035.000000	755895.000000	0.007315
510.000000	14.000000	0.200000	-0.110000	763794.000000	754226.000000	0.006303
513.000000	14.200000	0.204000	-0.110000	762907.000000	753612.000000	0.006129
516.000000	14.500000	0.208000	-0.110000	758859.000000	751597.000000	0.004808
520.000000	14.800000	0.212000	-0.110000	760549.000000	755295.000000	0.003466
523.000000	15.100000	0.216000	-0.110000	762339.000000	757714.000000	0.003043
526.000000	15.300000	0.220000	-0.110000	757861.000000	754445.000000	0.002259
530.000000	15.600000	0.224000	-0.110000	759501.000000	755052.000000	0.002938
533.000000	15.900000	0.228000	-0.110000	758872.000000	755985.000000	0.001906
536.000000	16.200000	0.232000	-0.110000	755437.000000	752514.000000	0.001938
540.000000	16.500000	0.236000	-0.110000	758759.000000	758490.000000	0.000177
543.000000	16.700000	0.240000	-0.110000	753142.000000	753917.000000	-0.000514
546.000000	17.000000	0.244000	-0.110000	754133.000000	756228.000000	-0.001387
549.000000	17.300000	0.248000	-0.110000	752888.000000	753448.000000	-0.000372
553.000000	17.600000	0.252000	-0.110000	758420.000000	757751.000000	0.000441
556.000000	17.900000	0.256000	-0.110000	756120.000000	756996.000000	-0.000579
559.000000	18.100000	0.260000	-0.110000	759263.000000	760612.000000	-0.000888
563.000000	18.400000	0.264000	-0.110000	754905.000000	755795.000000	-0.000589
566.000000	18.700000	0.268000	-0.110000	753363.000000	758296.000000	-0.003263
569.000000	19.000000	0.272000	-0.110000	755813.000000	759366.000000	-0.002345
573.000000	19.300000	0.276000	-0.110000	759530.000000	763076.000000	-0.002329
576.000000	19.500000	0.280000	-0.110000	753603.000000	758083.000000	-0.002964
579.000000	19.800000	0.284000	-0.110000	757754.000000	760147.000000	-0.001577
583.000000	20.100000	0.288000	-0.110000	754556.000000	757921.000000	-0.002225
586.000000	20.400000	0.292000	-0.110000	755428.000000	758100.000000	-0.001765
589.000000	20.700000	0.296000	-0.110000	750742.000000	755417.000000	-0.003104
593.000000	20.900000	0.300000	-0.110000	756930.000000	760476.000000	-0.002337
596.000000	21.200000	0.304000	-0.110000	755532.000000	759275.000000	-0.002471
599.000000	21.500000	0.308000	-0.110000	753415.000000	758633.000000	-0.003451
603.000000	21.800000	0.312000	-0.110000	754473.000000	761930.000000	-0.004918
606.000000	22.000000	0.316000	-0.110000	750731.000000	755375.000000	-0.003083
609.000000	22.300000	0.320000	-0.110000	747203.000000	753689.000000	-0.004321
613.000000	22.600000	0.324000	-0.110000	749496.000000	756099.000000	-0.004386
616.000000	22.900000	0.328000	-0.110000	749557.000000	756250.000000	-0.004445
619.000000	23.200000	0.332000	-0.110000	752439.000000	757755.000000	-0.003520
623.000000	23.400000	0.336000	-0.110000	759760.000000	765643.000000	-0.003857
626.000000	23.700000	0.340000	-0.110000	753661.000000	757868.000000	-0.002783
629.000000	24.000000	0.344000	-0.110000	752002.000000	757857.000000	-0.003878
633.000000	24.300000	0.348000	-0.110000	747222.000000	755392.000000	-0.005437
636.000000	24.600000	0.352000	-0.110000	764680.000000	770804.000000	-0.003988
639.000000	24.800000	0.356000	-0.110000	748597.000000	754875.000000	-0.004176
643.000000	25.100000	0.360000	-0.110000	751715.000000	758498.000000	-0.004491
646.000000	25.400000	0.364000	-0.110000	751758.000000	757853.000000	-0.004037
649.000000	25.700000	0.368000	-0.110000	751876.000000	760278.000000	-0.005556
652.000000	26.000000	0.372000	-0.110000	752546.000000	759220.000000	-0.004415
656.000000	26.200000	0.376000	-0.110000	753395.000000	759528.000000	-0.004054
659.000000	26.500000	0.380000	-0.110000	745317.000000	752217.000000	-0.004608
662.000000	26.800000	0.384000	-0.110000	754249.000000	760983.000000	-0.004444
666.000000	27.100000	0.388000	-0.110000	757167.000000	764309.000000	-0.004694
669.000000	27.300000	0.392000	-0.110000	749235.000000	756676.000000	-0.004941
672.000000	27.600000	0.396000	-0.110000	750594.000000	759056.000000	-0.005605
676.000000	27.900000	0.400000	-0.110000	756398.000000	763248.000000	-0.004508
