Lab. Time (s)	Magn. Field (mT)	Outp. Curr. (A)	Outp. Volt. (V)	Channel A	Channel B	(A-B)/(A+B)
0.000000	-27.900000	-0.400000	-0.140000	701235.000000	706543.000000	-0.003770
15.000000	-27.600000	-0.396000	-0.130000	698553.000000	703149.000000	-0.003279
19.000000	-27.300000	-0.392000	-0.130000	695847.000000	701287.000000	-0.003894
22.000000	-27.100000	-0.388000	-0.130000	695501.000000	698835.000000	-0.002391
25.000000	-26.800000	-0.384000	-0.130000	696115.000000	701271.000000	-0.003690
28.000000	-26.500000	-0.380000	-0.130000	696476.000000	699151.000000	-0.001917
32.000000	-26.200000	-0.376000	-0.130000	703967.000000	708217.000000	-0.003010
35.000000	-26.000000	-0.372000	-0.130000	698574.000000	703200.000000	-0.003300
38.000000	-25.700000	-0.368000	-0.130000	699569.000000	702160.000000	-0.001848
41.000000	-25.400000	-0.364000	-0.130000	703131.000000	706914.000000	-0.002683
45.000000	-25.100000	-0.360000	-0.120000	691221.000000	694376.000000	-0.002277
48.000000	-24.800000	-0.356000	-0.130000	690031.000000	695972.000000	-0.004286
51.000000	-24.600000	-0.352000	-0.120000	698614.000000	701744.000000	-0.002235
54.000000	-24.300000	-0.348000	-0.130000	691530.000000	694712.000000	-0.002295
58.000000	-24.000000	-0.344000	-0.130000	700520.000000	703880.000000	-0.002392
61.000000	-23.700000	-0.340000	-0.120000	699106.000000	702549.000000	-0.002456
64.000000	-23.400000	-0.336000	-0.120000	693032.000000	694276.000000	-0.000897
67.000000	-23.200000	-0.332000	-0.130000	693896.000000	697408.000000	-0.002524
70.000000	-22.900000	-0.328000	-0.120000	698977.000000	701592.000000	-0.001867
74.000000	-22.600000	-0.324000	-0.130000	694973.000000	700028.000000	-0.003624
77.000000	-22.300000	-0.320000	-0.130000	698006.000000	701718.000000	-0.002652
80.000000	-22.000000	-0.316000	-0.120000	702704.000000	705181.000000	-0.001759
83.000000	-21.800000	-0.312000	-0.120000	702321.000000	706878.000000	-0.003234
87.000000	-21.500000	-0.308000	-0.120000	696599.000000	699273.000000	-0.001916
90.000000	-21.200000	-0.304000	-0.120000	695217.000000	697476.000000	-0.001622
93.000000	-20.900000	-0.300000	-0.120000	693608.000000	697606.000000	-0.002874
96.000000	-20.700000	-0.296000	-0.120000	695842.000000	696500.000000	-0.000473
100.000000	-20.400000	-0.292000	-0.120000	691859.000000	693399.000000	-0.001112
103.000000	-20.100000	-0.288000	-0.120000	697255.000000	700118.000000	-0.002049
106.000000	-19.800000	-0.284000	-0.120000	697804.000000	701224.000000	-0.002445
109.000000	-19.500000	-0.280000	-0.120000	700378.000000	703626.000000	-0.002313
112.000000	-19.300000	-0.276000	-0.120000	697165.000000	698701.000000	-0.001100
116.000000	-19.000000	-0.272000	-0.120000	698120.000000	698681.000000	-0.000402
