Lab. Time (s)	Magn. Field (mT)	Outp. Curr. (A)	Outp. Volt. (V)	Channel A	Channel B	(A-B)/(A+B)
425.000000	11.200000	0.160000	-0.120000	706138.000000	687499.000000	0.013374
428.000000	11.400000	0.164000	-0.110000	704966.000000	688584.000000	0.011756
431.000000	11.700000	0.168000	-0.110000	704766.000000	690678.000000	0.010096
435.000000	12.000000	0.172000	-0.110000	706028.000000	693010.000000	0.009305
438.000000	12.300000	0.176000	-0.120000	704791.000000	692752.000000	0.008614
441.000000	12.600000	0.180000	-0.110000	702744.000000	691881.000000	0.007789
444.000000	12.800000	0.184000	-0.110000	704631.000000	697540.000000	0.005057
448.000000	13.100000	0.188000	-0.110000	699194.000000	690911.000000	0.005959
451.000000	13.400000	0.192000	-0.110000	697126.000000	689307.000000	0.005640
454.000000	13.700000	0.196000	-0.110000	701399.000000	691935.000000	0.006792
457.000000	14.000000	0.200000	-0.110000	698705.000000	692130.000000	0.004727
460.000000	14.200000	0.204000	-0.110000	703048.000000	697576.000000	0.003907
463.000000	14.500000	0.208000	-0.110000	698966.000000	694957.000000	0.002876
466.000000	14.800000	0.212000	-0.110000	699679.000000	696111.000000	0.002556
469.000000	15.100000	0.216000	-0.110000	702496.000000	700239.000000	0.001609
472.000000	15.300000	0.220000	-0.110000	702353.000000	699748.000000	0.001858
475.000000	15.600000	0.224000	-0.110000	697414.000000	696170.000000	0.000893
478.000000	15.900000	0.228000	-0.110000	704628.000000	703740.000000	0.000631
482.000000	16.200000	0.232000	-0.110000	694551.000000	693591.000000	0.000692
485.000000	16.500000	0.236000	-0.110000	694337.000000	694863.000000	-0.000379
488.000000	16.700000	0.240000	-0.110000	694084.000000	695731.000000	-0.001185
491.000000	17.000000	0.244000	-0.110000	691653.000000	693017.000000	-0.000985
494.000000	17.300000	0.248000	-0.110000	690614.000000	691924.000000	-0.000948
497.000000	17.600000	0.252000	-0.110000	692800.000000	693626.000000	-0.000596
500.000000	17.900000	0.256000	-0.110000	688748.000000	688694.000000	0.000039
504.000000	18.100000	0.260000	-0.110000	691090.000000	694198.000000	-0.002244
507.000000	18.400000	0.264000	-0.110000	693874.000000	695633.000000	-0.001266
510.000000	18.700000	0.268000	-0.110000	692188.000000	694323.000000	-0.001540
513.000000	19.000000	0.272000	-0.110000	689146.000000	692452.000000	-0.002393
516.000000	19.300000	0.276000	-0.110000	689478.000000	692990.000000	-0.002540
519.000000	19.500000	0.280000	-0.110000	696657.000000	698549.000000	-0.001356
522.000000	19.800000	0.284000	-0.110000	690308.000000	695176.000000	-0.003514
525.000000	20.100000	0.288000	-0.110000	693050.000000	699848.000000	-0.004880
528.000000	20.400000	0.292000	-0.110000	688865.000000	693570.000000	-0.003403
531.000000	20.700000	0.296000	-0.110000	696444.000000	701635.000000	-0.003713
534.000000	20.900000	0.300000	-0.110000	693455.000000	696546.000000	-0.002224
537.000000	21.200000	0.304000	-0.110000	688747.000000	693323.000000	-0.003311
540.000000	21.500000	0.308000	-0.110000	690589.000000	695635.000000	-0.003640
543.000000	21.800000	0.312000	-0.110000	696914.000000	701942.000000	-0.003594
546.000000	22.000000	0.316000	-0.110000	694023.000000	697643.000000	-0.002601
549.000000	22.300000	0.320000	-0.110000	696484.000000	700284.000000	-0.002721
552.000000	22.600000	0.324000	-0.110000	686044.000000	692675.000000	-0.004810
556.000000	22.900000	0.328000	-0.110000	688544.000000	691087.000000	-0.001843
559.000000	23.200000	0.332000	-0.110000	689445.000000	694669.000000	-0.003774
562.000000	23.400000	0.336000	-0.110000	693700.000000	698787.000000	-0.003653
565.000000	23.700000	0.340000	-0.110000	696441.000000	699638.000000	-0.002290
569.000000	24.000000	0.344000	-0.110000	687424.000000	691289.000000	-0.002803
572.000000	24.300000	0.348000	-0.110000	691442.000000	696860.000000	-0.003903
575.000000	24.600000	0.352000	-0.110000	685085.000000	691850.000000	-0.004913
578.000000	24.800000	0.356000	-0.110000	688970.000000	695182.000000	-0.004488
581.000000	25.100000	0.360000	-0.110000	688882.000000	694555.000000	-0.004101
584.000000	25.400000	0.364000	-0.110000	688909.000000	696389.000000	-0.005400
587.000000	25.700000	0.368000	-0.110000	686802.000000	692503.000000	-0.004133
590.000000	26.000000	0.372000	-0.110000	688589.000000	695419.000000	-0.004935
593.000000	26.200000	0.376000	-0.110000	687701.000000	694217.000000	-0.004715
596.000000	26.500000	0.380000	-0.110000	690467.000000	696720.000000	-0.004508
599.000000	26.800000	0.384000	-0.110000	694108.000000	700361.000000	-0.004484
602.000000	27.100000	0.388000	-0.110000	691861.000000	699446.000000	-0.005452
606.000000	27.300000	0.392000	-0.110000	691366.000000	697298.000000	-0.004272
609.000000	27.600000	0.396000	-0.110000	692670.000000	698002.000000	-0.003834
612.000000	27.900000	0.400000	-0.110000	695190.000000	700109.000000	-0.003525
