Lab. Time (s)	Magn. Field (mT)	Outp. Curr. (A)	Outp. Volt. (V)	Channel A	Channel B	(A-B)/(A+B)
84.000000	-21.800000	-0.312000	-0.120000	694695.000000	699752.000000	-0.003627
87.000000	-21.500000	-0.308000	-0.120000	693280.000000	697468.000000	-0.003011
90.000000	-21.200000	-0.304000	-0.120000	695010.000000	701493.000000	-0.004642
93.000000	-20.900000	-0.300000	-0.120000	698312.000000	703151.000000	-0.003453
97.000000	-20.700000	-0.296000	-0.120000	694850.000000	700639.000000	-0.004148
100.000000	-20.400000	-0.292000	-0.130000	691593.000000	696074.000000	-0.003229
103.000000	-20.100000	-0.288000	-0.120000	693690.000000	697217.000000	-0.002536
106.000000	-19.800000	-0.284000	-0.120000	692067.000000	696667.000000	-0.003312
110.000000	-19.500000	-0.280000	-0.120000	694348.000000	700220.000000	-0.004211
113.000000	-19.300000	-0.276000	-0.120000	696786.000000	701483.000000	-0.003359
116.000000	-19.000000	-0.272000	-0.120000	693124.000000	697524.000000	-0.003164
119.000000	-18.700000	-0.268000	-0.120000	700839.000000	704254.000000	-0.002430
123.000000	-18.400000	-0.264000	-0.120000	696818.000000	700385.000000	-0.002553
126.000000	-18.100000	-0.260000	-0.120000	697022.000000	699503.000000	-0.001777
129.000000	-17.900000	-0.256000	-0.120000	693716.000000	696753.000000	-0.002184
132.000000	-17.600000	-0.252000	-0.120000	692644.000000	696388.000000	-0.002695
136.000000	-17.300000	-0.248000	-0.120000	692424.000000	695418.000000	-0.002157
139.000000	-17.000000	-0.244000	-0.120000	698251.000000	699708.000000	-0.001042
142.000000	-16.700000	-0.240000	-0.120000	699391.000000	702248.000000	-0.002038
145.000000	-16.500000	-0.236000	-0.120000	697107.000000	698975.000000	-0.001338
149.000000	-16.200000	-0.232000	-0.120000	702675.000000	703553.000000	-0.000624
152.000000	-15.900000	-0.228000	-0.120000	706103.000000	707086.000000	-0.000696
155.000000	-15.600000	-0.224000	-0.120000	702651.000000	705826.000000	-0.002254
158.000000	-15.300000	-0.220000	-0.120000	703365.000000	703304.000000	0.000043
162.000000	-15.100000	-0.216000	-0.120000	697833.000000	699477.000000	-0.001177
165.000000	-14.800000	-0.212000	-0.120000	700838.000000	702524.000000	-0.001201
168.000000	-14.500000	-0.208000	-0.120000	696297.000000	697914.000000	-0.001160
171.000000	-14.200000	-0.204000	-0.120000	695469.000000	698206.000000	-0.001964
175.000000	-14.000000	-0.200000	-0.120000	700933.000000	701447.000000	-0.000367
178.000000	-13.700000	-0.196000	-0.120000	700661.000000	701617.000000	-0.000682
181.000000	-13.400000	-0.192000	-0.120000	704682.000000	703606.000000	0.000764
184.000000	-13.100000	-0.188000	-0.120000	698743.000000	695839.000000	0.002082
188.000000	-12.800000	-0.184000	-0.120000	697748.000000	697078.000000	0.000480
191.000000	-12.600000	-0.180000	-0.120000	694222.000000	693584.000000	0.000460
194.000000	-12.300000	-0.176000	-0.120000	694062.000000	692697.000000	0.000984
197.000000	-12.000000	-0.172000	-0.120000	699986.000000	697761.000000	0.001592
201.000000	-11.700000	-0.168000	-0.120000	700478.000000	696870.000000	0.002582
204.000000	-11.400000	-0.164000	-0.120000	705317.000000	700952.000000	0.003104
207.000000	-11.200000	-0.160000	-0.120000	699515.000000	694869.000000	0.003332
210.000000	-10.900000	-0.156000	-0.120000	699854.000000	694219.000000	0.004042
214.000000	-10.600000	-0.152000	-0.120000	697625.000000	694568.000000	0.002196
217.000000	-10.300000	-0.148000	-0.120000	700116.000000	692737.000000	0.005298
220.000000	-10.000000	-0.144000	-0.120000	701821.000000	695008.000000	0.004877
223.000000	-9.800000	-0.140000	-0.120000	702439.000000	694514.000000	0.005673
227.000000	-9.500000	-0.136000	-0.120000	703925.000000	694438.000000	0.006784
230.000000	-9.200000	-0.132000	-0.120000	706719.000000	696347.000000	0.007392
233.000000	-8.900000	-0.128000	-0.120000	699790.000000	689745.000000	0.007229
236.000000	-8.700000	-0.124000	-0.120000	704214.000000	690925.000000	0.009525
240.000000	-8.400000	-0.120000	-0.120000	704215.000000	693208.000000	0.007877
243.000000	-8.100000	-0.116000	-0.120000	703665.000000	687808.000000	0.011396
246.000000	-7.800000	-0.112000	-0.120000	700106.000000	683798.000000	0.011784
249.000000	-7.500000	-0.108000	-0.120000	701182.000000	685587.000000	0.011246
253.000000	-7.300000	-0.104000	-0.120000	705364.000000	685673.000000	0.014156
256.000000	-7.000000	-0.100000	-0.120000	704455.000000	684751.000000	0.014184
259.000000	-6.700000	-0.096000	-0.120000	709389.000000	688310.000000	0.015081
262.000000	-6.400000	-0.092000	-0.120000	706353.000000	685117.000000	0.015262
266.000000	-6.100000	-0.088000	-0.120000	705229.000000	682379.000000	0.016467
269.000000	-5.900000	-0.084000	-0.120000	709675.000000	686566.000000	0.016551
272.000000	-5.600000	-0.080000	-0.120000	707320.000000	682737.000000	0.017685
275.000000	-5.300000	-0.076000	-0.120000	705848.000000	680631.000000	0.018188
279.000000	-5.000000	-0.072000	-0.120000	707783.000000	681954.000000	0.018586
282.000000	-4.700000	-0.068000	-0.120000	711274.000000	684054.000000	0.019508
285.000000	-4.500000	-0.064000	-0.120000	706158.000000	679613.000000	0.019155
288.000000	-4.200000	-0.060000	-0.120000	711845.000000	683881.000000	0.020035
292.000000	-3.900000	-0.056000	-0.120000	709410.000000	680447.000000	0.020839
295.000000	-3.600000	-0.052000	-0.120000	712534.000000	685335.000000	0.019457
298.000000	-3.300000	-0.048000	-0.120000	710463.000000	683681.000000	0.019210
301.000000	-3.100000	-0.044000	-0.120000	703654.000000	677377.000000	0.019027
305.000000	-2.800000	-0.040000	-0.120000	702504.000000	679826.000000	0.016406
308.000000	-2.500000	-0.036000	-0.120000	709755.000000	683237.000000	0.019037
311.000000	-2.200000	-0.032000	-0.120000	702947.000000	680925.000000	0.015913
314.000000	-2.000000	-0.028000	-0.120000	706362.000000	683428.000000	0.016502
318.000000	-1.700000	-0.024000	-0.120000	705051.000000	683398.000000	0.015595
321.000000	-1.400000	-0.020000	-0.120000	703689.000000	679258.000000	0.017666
324.000000	-1.100000	-0.016000	-0.120000	711801.000000	688986.000000	0.016287
327.000000	-0.800000	-0.012000	-0.120000	710703.000000	685626.000000	0.017959
331.000000	-0.600000	-0.008000	-0.120000	704953.000000	680099.000000	0.017944
334.000000	-0.300000	-0.004000	-0.120000	705568.000000	677820.000000	0.020058
337.000000	0.000000	0.000000	-0.120000	701331.000000	674156.000000	0.019757
340.000000	0.300000	0.004000	-0.120000	711912.000000	681440.000000	0.021870
344.000000	0.600000	0.008000	-0.120000	709695.000000	677984.000000	0.022852
347.000000	0.800000	0.012000	-0.120000	717508.000000	683306.000000	0.024416
350.000000	1.100000	0.016000	-0.120000	717267.000000	679992.000000	0.026677
353.000000	1.400000	0.020000	-0.120000	720205.000000	684061.000000	0.025739
357.000000	1.700000	0.024000	-0.120000	719921.000000	684213.000000	0.025431
360.000000	2.000000	0.028000	-0.120000	717572.000000	685593.000000	0.022791
363.000000	2.200000	0.032000	-0.120000	712952.000000	680981.000000	0.022936
366.000000	2.500000	0.036000	-0.120000	708247.000000	679637.000000	0.020614
370.000000	2.800000	0.040000	-0.120000	704962.000000	678238.000000	0.019320
373.000000	3.100000	0.044000	-0.120000	704091.000000	679110.000000	0.018060
376.000000	3.300000	0.048000	-0.120000	699484.000000	676331.000000	0.016829
379.000000	3.600000	0.052000	-0.120000	707789.000000	686056.000000	0.015592
383.000000	3.900000	0.056000	-0.120000	705051.000000	681708.000000	0.016833
386.000000	4.200000	0.060000	-0.120000	709739.000000	687410.000000	0.015982
389.000000	4.500000	0.064000	-0.120000	706496.000000	683317.000000	0.016678
392.000000	4.700000	0.068000	-0.120000	708710.000000	683627.000000	0.018015
396.000000	5.000000	0.072000	-0.120000	705037.000000	681854.000000	0.016716
399.000000	5.300000	0.076000	-0.120000	710081.000000	685520.000000	0.017599
402.000000	5.600000	0.080000	-0.120000	704477.000000	680635.000000	0.017213
405.000000	5.900000	0.084000	-0.120000	709978.000000	684465.000000	0.018296
409.000000	6.100000	0.088000	-0.110000	699484.000000	673635.000000	0.018825
412.000000	6.400000	0.092000	-0.110000	700268.000000	674213.000000	0.018956
415.000000	6.700000	0.096000	-0.120000	704739.000000	679379.000000	0.018322
418.000000	7.000000	0.100000	-0.120000	702433.000000	677250.000000	0.018253
422.000000	7.300000	0.104000	-0.110000	707891.000000	684403.000000	0.016870
425.000000	7.500000	0.108000	-0.120000	699952.000000	675520.000000	0.017763
428.000000	7.800000	0.112000	-0.120000	699584.000000	678052.000000	0.015630
431.000000	8.100000	0.116000	-0.120000	704571.000000	682351.000000	0.016021
435.000000	8.400000	0.120000	-0.120000	700188.000000	680729.000000	0.014091
438.000000	8.700000	0.124000	-0.120000	704463.000000	683172.000000	0.015343
441.000000	8.900000	0.128000	-0.110000	705132.000000	686883.000000	0.013110
444.000000	9.200000	0.132000	-0.110000	702630.000000	686020.000000	0.011961
448.000000	9.500000	0.136000	-0.120000	702026.000000	685526.000000	0.011891
451.000000	9.800000	0.140000	-0.120000	704330.000000	689008.000000	0.010997
454.000000	10.000000	0.144000	-0.110000	704337.000000	690060.000000	0.010239
457.000000	10.300000	0.148000	-0.120000	704420.000000	690077.000000	0.010285
461.000000	10.600000	0.152000	-0.110000	705025.000000	693721.000000	0.008082
464.000000	10.900000	0.156000	-0.120000	707930.000000	695140.000000	0.009116
467.000000	11.200000	0.160000	-0.110000	705272.000000	693602.000000	0.008342
470.000000	11.400000	0.164000	-0.110000	698992.000000	690997.000000	0.005752
474.000000	11.700000	0.168000	-0.120000	697897.000000	688176.000000	0.007013
477.000000	12.000000	0.172000	-0.110000	698413.000000	690509.000000	0.005691
480.000000	12.300000	0.176000	-0.110000	699971.000000	694706.000000	0.003775
483.000000	12.600000	0.180000	-0.110000	697828.000000	692327.000000	0.003957
487.000000	12.800000	0.184000	-0.110000	698682.000000	693478.000000	0.003738
490.000000	13.100000	0.188000	-0.110000	700153.000000	694401.000000	0.004125
493.000000	13.400000	0.192000	-0.120000	701426.000000	697386.000000	0.002888
496.000000	13.700000	0.196000	-0.110000	700360.000000	698061.000000	0.001644
500.000000	14.000000	0.200000	-0.110000	693115.000000	691098.000000	0.001457
503.000000	14.200000	0.204000	-0.110000	696947.000000	694188.000000	0.001983
506.000000	14.500000	0.208000	-0.110000	698518.000000	697542.000000	0.000699
509.000000	14.800000	0.212000	-0.110000	698463.000000	697003.000000	0.001046
513.000000	15.100000	0.216000	-0.110000	689829.000000	688363.000000	0.001064
516.000000	15.300000	0.220000	-0.110000	698091.000000	697915.000000	0.000126
519.000000	15.600000	0.224000	-0.110000	701375.000000	701563.000000	-0.000134
522.000000	15.900000	0.228000	-0.110000	699107.000000	700062.000000	-0.000683
526.000000	16.200000	0.232000	-0.110000	702364.000000	704080.000000	-0.001220
529.000000	16.500000	0.236000	-0.110000	695819.000000	698629.000000	-0.002015
532.000000	16.700000	0.240000	-0.110000	697596.000000	699145.000000	-0.001109
535.000000	17.000000	0.244000	-0.110000	695043.000000	697058.000000	-0.001447
539.000000	17.300000	0.248000	-0.110000	695442.000000	697882.000000	-0.001751
542.000000	17.600000	0.252000	-0.110000	694070.000000	697681.000000	-0.002595
545.000000	17.900000	0.256000	-0.110000	691588.000000	693990.000000	-0.001734
548.000000	18.100000	0.260000	-0.110000	697793.000000	698893.000000	-0.000788
552.000000	18.400000	0.264000	-0.110000	693092.000000	696575.000000	-0.002506
555.000000	18.700000	0.268000	-0.110000	684963.000000	689087.000000	-0.003001
558.000000	19.000000	0.272000	-0.110000	691746.000000	696021.000000	-0.003080
561.000000	19.300000	0.276000	-0.110000	691551.000000	694472.000000	-0.002107
565.000000	19.500000	0.280000	-0.110000	696318.000000	700186.000000	-0.002770
568.000000	19.800000	0.284000	-0.110000	698028.000000	702449.000000	-0.003157
571.000000	20.100000	0.288000	-0.110000	698010.000000	701918.000000	-0.002792
574.000000	20.400000	0.292000	-0.110000	699188.000000	704134.000000	-0.003524
578.000000	20.700000	0.296000	-0.110000	695057.000000	699661.000000	-0.003301
581.000000	20.900000	0.300000	-0.110000	698757.000000	703572.000000	-0.003434
584.000000	21.200000	0.304000	-0.110000	693789.000000	699829.000000	-0.004334
587.000000	21.500000	0.308000	-0.110000	687806.000000	691729.000000	-0.002844
591.000000	21.800000	0.312000	-0.110000	689891.000000	695214.000000	-0.003843
594.000000	22.000000	0.316000	-0.110000	693441.000000	699026.000000	-0.004011
597.000000	22.300000	0.320000	-0.110000	696635.000000	701293.000000	-0.003332
600.000000	22.600000	0.324000	-0.110000	692112.000000	696018.000000	-0.002814
604.000000	22.900000	0.328000	-0.110000	695794.000000	700652.000000	-0.003479
607.000000	23.200000	0.332000	-0.110000	691740.000000	695059.000000	-0.002393
610.000000	23.400000	0.336000	-0.110000	694634.000000	699422.000000	-0.003435
613.000000	23.700000	0.340000	-0.110000	697238.000000	702669.000000	-0.003880
617.000000	24.000000	0.344000	-0.110000	696987.000000	702503.000000	-0.003941
620.000000	24.300000	0.348000	-0.110000	690645.000000	697105.000000	-0.004655
623.000000	24.600000	0.352000	-0.110000	697450.000000	702971.000000	-0.003942
626.000000	24.800000	0.356000	-0.110000	689859.000000	696498.000000	-0.004789
630.000000	25.100000	0.360000	-0.110000	692422.000000	697727.000000	-0.003816
633.000000	25.400000	0.364000	-0.110000	688609.000000	695156.000000	-0.004731
636.000000	25.700000	0.368000	-0.110000	691234.000000	695937.000000	-0.003390
639.000000	26.000000	0.372000	-0.110000	688461.000000	693836.000000	-0.003888
643.000000	26.200000	0.376000	-0.110000	689131.000000	695048.000000	-0.004275
646.000000	26.500000	0.380000	-0.110000	693615.000000	698429.000000	-0.003458
649.000000	26.800000	0.384000	-0.110000	692601.000000	697473.000000	-0.003505
652.000000	27.100000	0.388000	-0.110000	688457.000000	696459.000000	-0.005778
656.000000	27.300000	0.392000	-0.110000	692978.000000	699050.000000	-0.004362
659.000000	27.600000	0.396000	-0.110000	687766.000000	694909.000000	-0.005166
662.000000	27.900000	0.400000	-0.110000	693873.000000	698882.000000	-0.003596
